"Olympic Games","Country","Gold","Silver","Bronze","Total"
"2014 Winter","Pakistan",0,0,0,0
"2014 Winter","Lithuania",0,0,0,0
"2014 Winter","Argentina",0,0,0,0
"2014 Winter","Kyrgyzstan",0,0,0,0
"2014 Winter","Nepal",0,0,0,0
"2014 Winter","Denmark",0,0,0,0
"2014 Winter","Moldova",0,0,0,0
"2016 Summer","USA",139,54,71,264
"2016 Summer","Germany",49,43,67,159
"2016 Summer","UK",64,55,26,145
"2016 Summer","Russia",52,28,35,115
"2016 Summer","China",46,30,37,113
"2016 Summer","France",20,55,21,96
"2016 Summer","Australia",23,34,25,82
"2016 Summer","Italy",8,40,24,72
"2016 Summer","Canada",4,4,61,69
"2016 Summer","Japan",17,13,34,64
"2016 Summer","Serbia",14,27,13,54
"2016 Summer","Brazil",36,8,6,50
"2016 Summer","Netherlands",9,25,13,47
"2016 Summer","Spain",9,19,17,45
"2016 Summer","Denmark",15,10,16,41
"2016 Summer","New Zealand",6,25,5,36
"2016 Summer","Jamaica",11,17,2,30
"2016 Summer","Sweden",2,23,3,28
"2016 Summer","South Korea",13,3,10,26
"2016 Summer","Croatia",7,15,2,24
"2016 Summer","South Africa",2,7,14,23
"2016 Summer","Argentina",21,1,0,22
"2016 Summer","Hungary",12,3,7,22
"2016 Summer","Belgium",2,17,2,21
"2016 Summer","Norway",0,0,19,19
"2016 Summer","Kazakhstan",3,5,10,18
"2016 Summer","Azerbaijan",1,7,10,18
"2016 Summer","Nigeria",0,0,18,18
"2016 Summer","Romania",4,2,10,16
"2016 Summer","Poland",3,3,10,16
"2016 Summer","Ukraine",2,8,5,15
"2016 Summer","Czech Republic",1,2,12,15
"2016 Summer","Fiji",13,0,0,13
"2016 Summer","Kenya",6,6,1,13
"2016 Summer","Uzbekistan",4,2,7,13
"2016 Summer","Belarus",1,4,7,12
"2016 Summer","Switzerland",6,3,2,11
"2016 Summer","Cuba",5,2,4,11
"2016 Summer","Slovakia",3,5,0,8
"2016 Summer","Colombia",3,2,3,8
"2016 Summer","Iran",3,1,4,8
"2016 Summer","Turkey",1,3,4,8
"2016 Summer","Ethiopia",1,2,5,8
"2016 Summer","Malaysia",0,7,1,8
"2016 Summer","Greece",3,1,3,7
"2016 Summer","North Korea",2,3,2,7
"2016 Summer","Georgia",2,1,4,7
"2016 Summer","Lithuania",0,2,5,7
"2016 Summer","Bulgaria",0,1,6,7
"2016 Summer","Thailand",2,2,2,6
"2016 Summer","Bahamas",1,0,5,6
"2016 Summer","Taiwan",1,0,4,5
"2016 Summer","Mexico",0,3,2,5
"2016 Summer","Indonesia",2,2,0,4
"2016 Summer","Armenia",1,3,0,4
"2016 Summer","Slovenia",1,2,1,4
"2016 Summer","Estonia",0,0,4,4
"2016 Summer","Ireland",0,3,0,3
"2016 Summer","Venezuela",0,1,2,3
"2016 Summer","Tunisia",0,0,3,3
"2016 Summer","Egypt",0,0,3,3
"2016 Summer","Bahrain",1,1,0,2
"2016 Summer","Vietnam",1,1,0,2
"2016 Summer","Individual Olympic Athletes",1,0,1,2
"2016 Summer","Ivory Coast",1,0,1,2
"2016 Summer","Algeria",0,2,0,2
"2016 Summer","India",0,1,1,2
"2016 Summer","Mongolia",0,1,1,2
"2016 Summer","Austria",0,0,2,2
"2016 Summer","Israel",0,0,2,2
"2016 Summer","Tajikistan",1,0,0,1
"2016 Summer","Kosovo",1,0,0,1
"2016 Summer","Puerto Rico",1,0,0,1
"2016 Summer","Jordan",1,0,0,1
"2016 Summer","Niger",0,1,0,1
"2016 Summer","Philippines",0,1,0,1
"2016 Summer","Qatar",0,1,0,1
"2016 Summer","Burundi",0,1,0,1
"2016 Summer","Grenada",0,1,0,1
"2016 Summer","United Arab Emirates",0,0,1,1
"2016 Summer","Finland",0,0,1,1
"2016 Summer","Portugal",0,0,1,1
"2016 Summer","Morocco",0,0,1,1
"2016 Summer","Dominican Republic",0,0,1,1
"2016 Summer","Trinidad",0,0,1,1
"2016 Summer","Moldova",0,0,0,0
"2016 Summer","Mauritania",0,0,0,0
"2016 Summer","Uruguay",0,0,0,0
"2016 Summer","Luxembourg",0,0,0,0
"2016 Summer","Bhutan",0,0,0,0
"2016 Summer","Uganda",0,0,0,0
"2016 Summer","Afghanistan",0,0,0,0
"2016 Summer","Guinea",0,0,0,0
"2016 Summer","Monaco",0,0,0,0
"2016 Summer","Brunei",0,0,0,0
"2016 Summer","Saint Lucia",0,0,0,0
"2016 Summer","Virgin Islands, British",0,0,0,0
"2016 Summer","Vanuatu",0,0,0,0
"2016 Summer","Tanzania",0,0,0,0
"2016 Summer","Dominica",0,0,0,0
"2016 Summer","Myanmar",0,0,0,0
"2016 Summer","Palestine",0,0,0,0
"2016 Summer","Equatorial Guinea",0,0,0,0
"2016 Summer","Lesotho",0,0,0,0
"2016 Summer","Bangladesh",0,0,0,0
"2016 Summer","Gabon",0,0,0,0
"2016 Summer","Libya",0,0,0,0
"2016 Summer","Benin",0,0,0,0
"2016 Summer","Cape Verde",0,0,0,0
"2016 Summer","Mauritius",0,0,0,0
"2016 Summer","Sudan",0,0,0,0
"2016 Summer","Saint Kitts",0,0,0,0
"2016 Summer","Comoros",0,0,0,0
"2016 Summer","Turkmenistan",0,0,0,0
"2016 Summer","Zimbabwe",0,0,0,0
"2016 Summer","Swaziland",0,0,0,0
"2016 Summer","Cayman Islands",0,0,0,0
"2016 Summer","Montenegro",0,0,0,0
"2016 Summer","Burkina Faso",0,0,0,0
"2016 Summer","Senegal",0,0,0,0
"2016 Summer","Haiti",0,0,0,0
"2016 Summer","El Salvador",0,0,0,0
"2016 Summer","Guinea-Bissau",0,0,0,0
"2016 Summer","Malawi",0,0,0,0
"2016 Summer","American Samoa",0,0,0,0
"2016 Summer","Iraq",0,0,0,0
"2016 Summer","Mali",0,0,0,0
"2016 Summer","South Sudan",0,0,0,0
"2016 Summer","Djibouti",0,0,0,0
"2016 Summer","Ghana",0,0,0,0
"2016 Summer","Togo",0,0,0,0
"2016 Summer","Belize",0,0,0,0
"2016 Summer","Marshall Islands",0,0,0,0
"2016 Summer","Guyana",0,0,0,0
"2016 Summer","Antigua",0,0,0,0
"2016 Summer","Cyprus",0,0,0,0
"2016 Summer","Lebanon",0,0,0,0
"2016 Summer","Kiribati",0,0,0,0
"2016 Summer","Cook Islands",0,0,0,0
"2016 Summer","Guatemala",0,0,0,0
"2016 Summer","Liechtenstein",0,0,0,0
"2016 Summer","San Marino",0,0,0,0
"2016 Summer","Sri Lanka",0,0,0,0
"2016 Summer","Peru",0,0,0,0
"2016 Summer","Iceland",0,0,0,0
"2016 Summer","Albania",0,0,0,0
"2016 Summer","Micronesia",0,0,0,0
"2016 Summer","Palau",0,0,0,0
"2016 Summer","Andorra",0,0,0,0
"2016 Summer","Suriname",0,0,0,0
"2016 Summer","Eritrea",0,0,0,0
"2016 Summer","Oman",0,0,0,0
"2016 Summer","Samoa",0,0,0,0
"2016 Summer","Angola",0,0,0,0
"2016 Summer","Chad",0,0,0,0
"2016 Summer","Macedonia",0,0,0,0
"2016 Summer","Guam",0,0,0,0
"2016 Summer","Honduras",0,0,0,0
"2016 Summer","Timor-Leste",0,0,0,0
"2016 Summer","Costa Rica",0,0,0,0
"2016 Summer","Madagascar",0,0,0,0
"2016 Summer","Panama",0,0,0,0
"2016 Summer","Rwanda",0,0,0,0
"2016 Summer","Democratic Republic of the Congo",0,0,0,0
"2016 Summer","Sao Tome and Principe",0,0,0,0
"2016 Summer","Chile",0,0,0,0
"2016 Summer","Seychelles",0,0,0,0
"2016 Summer","Nepal",0,0,0,0
"2016 Summer","Somalia",0,0,0,0
"2016 Summer","Bosnia and Herzegovina",0,0,0,0
"2016 Summer","Syria",0,0,0,0
"2016 Summer","Botswana",0,0,0,0
"2016 Summer","Virgin Islands, US",0,0,0,0
"2016 Summer","Paraguay",0,0,0,0
"2016 Summer","Cameroon",0,0,0,0
"2016 Summer","Yemen",0,0,0,0
"2016 Summer","Mozambique",0,0,0,0
"2016 Summer","Pakistan",0,0,0,0
"2016 Summer","Malta",0,0,0,0
"2016 Summer","Nauru",0,0,0,0
"2016 Summer","Bermuda",0,0,0,0
"2016 Summer","Solomon Islands",0,0,0,0
"2016 Summer","Nicaragua",0,0,0,0
"2016 Summer","Namibia",0,0,0,0
"2016 Summer","Papua New Guinea",0,0,0,0
"2016 Summer","Central African Republic",0,0,0,0
"2016 Summer","Cambodia",0,0,0,0
"2016 Summer","NA",0,0,0,0
"2016 Summer","Saudi Arabia",0,0,0,0
"2016 Summer","Ecuador",0,0,0,0
"2016 Summer","Maldives",0,0,0,0
"2016 Summer","Republic of Congo",0,0,0,0
"2016 Summer","Zambia",0,0,0,0
"2016 Summer","Sierra Leone",0,0,0,0
"2016 Summer","Kyrgyzstan",0,0,0,0
"2016 Summer","Barbados",0,0,0,0
"2016 Summer","Boliva",0,0,0,0
"2016 Summer","Tonga",0,0,0,0
"2016 Summer","Saint Vincent",0,0,0,0
"2016 Summer","Latvia",0,0,0,0
"2016 Summer","Aruba",0,0,0,0
"2016 Summer","Laos",0,0,0,0
"2016 Summer","Liberia",0,0,0,0
"2016 Summer","Gambia",0,0,0,0
